name,address1,cate_gories
Nubeluz,"25 W 28th St, New York, NY, 10001",Cocktail Bars
Dante,"79-81 Macdougal St, New York, NY, 10012","Cocktail Bars, Italian, Breakfast & Brunch"
Bordello Cocktail Club,"154 A Clinton Ave, Brooklyn, NY, 11205","Bars, Venues & Event Spaces"
Dick and Jane's,"266 Adelphi St, Brooklyn, NY, 11205",Bars
The Three Monkeys,"236 W 54th St, New York, NY, 10019","Sports Bars, Beer Gardens, Beer Bar"
Library of Distilled Spirits,"80 13th St, New York, NY, 10003","Cocktail Bars, Tapas/Small Plates, Whiskey Bars"
Split Eights,"40 Exchange Pl, New York, NY, 10005","Coffee & Tea, Cocktail Bars"
Mr Fong's,"40 Market St, New York, NY, 10002",Bars
Hex & Company,"2911 Broadway, New York, NY, 10025","Coffee & Tea, Tabletop Games, Beer Bar"
All Night Skate,"54 Rockaway Ave, Brooklyn, NY, 11233",Bars
Cardiff Giant,"415 Myrtle Ave, Brooklyn, NY, 11205","Bars, Beer, Wine & Spirits, Cideries"
"Floyd, NY","131 Atlantic Ave, Brooklyn, NY, 11201",Bars
Wonderville,"1186 Broadway, Brooklyn, NY, 11221","Bars, Arcades, Venues & Event Spaces"
Eavesdrop,"674 Manhattan Ave, Brooklyn, NY, 11222",Cocktail Bars
The Skylark,"200 W 39th St, New York, NY, 10018","Cocktail Bars, Venues & Event Spaces, Lounges"
Four Five Six,"199 Richardson St, Brooklyn, NY, 11222","Bars, Mediterranean"
Whiskey Tavern,"79 Baxter St, New York, NY, 10013","Whiskey Bars, Burgers, Chicken Wings"
Dear Irving,"55 Irving Pl, New York, NY, 10003","Venues & Event Spaces, Cocktail Bars, Lounges"
La Kueva Bar & Grill,"94-10 Astoria Bvld, East Elmhurst, NY, 11369","Karaoke, Music Venues, Sports Bars"
Clinton Hall - FiDi,"90 Washington St, New York, NY, 10006","Bars, Beer Gardens, American (Traditional)"
Ace's Bar,"199 E 2nd St, New York, NY, 10009",Bars
Someday Bar,"364 Atlantic Ave, Brooklyn, NY, 11217","Bars, American (New)"
The Freak Bar,"1208 Surf Ave, New York, NY, 11224",Bars
Rockaway Beach Surf Club,"302 Beach 87th St, Far Rockaway, NY, 11693","Venues & Event Spaces, Tacos, Cocktail Bars"
Barely Disfigured,"257 Smith St, Brooklyn, NY, 11231","Cocktail Bars, Tapas Bars"
Yard Bar,"273 Pacific St, Brooklyn, NY, 11201","Beer Gardens, Bars, Beer, Wine & Spirits"
The Cloak Room,"126 Hamilton Pl, New York, NY, 10031","Cocktail Bars, Jazz & Blues"
South Soho Bar,"191 Centre St, New York, NY, 10013",Cocktail Bars
OTB,"141 Broadway, Brooklyn, NY, 11211","American (New), Cocktail Bars, Gastropubs"
Garfunkel's,"67 Clinton St, New York, NY, 10002","Cocktail Bars, Tea Rooms, Speakeasies"
Vineapple Cafe,"71 Pineapple St, Brooklyn, NY, 11201","Coffee & Tea, Italian, Cocktail Bars"
Straylight,"32 Mulberry St, New York, NY, 10013","Cocktail Bars, Lounges"
The Emerson,"561 Myrtle Ave, Brooklyn, NY, 11205","Lounges, Pubs"
Bohemien Bar,"97 Atlantic Ave, Brooklyn, NY, 11201","Cocktail Bars, American (Traditional)"
Juke Bar,"196 2nd Ave, New York, NY, 10003",Bars
Analogue,"19 W 8th St, New York, NY, 10011","Cocktail Bars, Whiskey Bars, Venues & Event Spaces"
Paradise Club,"701 7th Ave, New York, NY, 10036","Bars, Cabaret"
Lovers of Today,"132 1/2 E 7th St, New York, NY, 10009",Lounges
Raines Law Room,"48 W 17th St, New York, NY, 10011","Lounges, Cocktail Bars, Venues & Event Spaces"
Keys & Heels,"1488 2nd Ave, New York, NY, 10075",Speakeasies
Antidote,"66 S 2nd St, Brooklyn, NY, 11249","Cocktail Bars, Dim Sum, Szechuan"
The Wren,"344 Bowery, New York, NY, 10012","Bars, Breakfast & Brunch, Venues & Event Spaces"
Katherine,"41 W 35th St, New York, NY, 10001",Cocktail Bars
The Press Room,"28 Liberty St, New York, NY, 10005",Bars
Scratcher,"209 E 5th St, New York, NY, 10003",Bars
Porchlight,"271 11th Ave, New York, NY, 10001",Cocktail Bars
Valerie,"45 W 45th St between 5th & 6th Ave, New York, NY, 10036","American (New), Cocktail Bars"
124 Old Rabbit Club,"124 MacDougal St, New York, NY, 10012","Pubs, Cocktail Bars, Venues & Event Spaces"
The Cactus Shop,"231 Kent Ave, Brooklyn, NY, 11249","Cocktail Bars, Nurseries & Gardening, Mexican"
Shaka Shaka Tiki,"64 6th Ave, Brooklyn, NY, 11217",Tiki Bars
Horses and Divorces,"285 Bedford Ave, Brooklyn, NY, 11211",Bars
Castell Rooftop Lounge,"260 W 40th St, New York, NY, 10018","Lounges, Cocktail Bars, Tapas Bars"
ART SoHo,"231 Hudson St, New York, NY, 10013","Cocktail Bars, Wine Bars, Beer Bar"
Ophelia,"3 Mitchell Pl, New York, NY, 10017","Cocktail Bars, Lounges"
Book Club,"197 E 3rd St, New York, NY, 10009","Bookstores, Wine Bars, Cafes"
Forget Me Not,"138 Division St, New York, NY, 10002","Bars, American (Traditional)"
Dirty Precious,"317 3rd Ave, Brooklyn, NY, 11215",Cocktail Bars
Perch,"1693 Lexington Ave, New York, NY, 10029","Tapas/Small Plates, Cocktail Bars"
Jungle Bird,"174 8th Ave, New York, NY, 10011",Cocktail Bars
Fishmarket Restaurant,"111 South St, New York, NY, 10038","Seafood, Dive Bars, Malaysian"
PS,"300 Spring St, New York, NY, 10013",Cocktail Bars
Lullaby,"151 Rivington St, New York, NY, 10002",Bars
Laser Wolf,"97 Wyth Ave, Brooklyn, NY, 11249","Middle Eastern, Desserts, Cocktail Bars"
68 Jay St Bar,"68 Jay St, Brooklyn, NY, 11201",Bars
Bar Pendry,"438 W 33rd St, New York, NY, 10001",Cocktail Bars
Grand Republic Cocktail Club,"19 Greenpoint Ave, Brooklyn, NY, 11222",Cocktail Bars
Fresh Salt,"146 Beekman St, New York, NY, 10038","Bars, American (New)"
Our/New York,"151 W 26th St, New York, NY, 10001","Venues & Event Spaces, Cocktail Bars"
Baby Jane Bar,"899 Fulton St, Brooklyn, NY, 11238",Cocktail Bars
Santiago's Beer Garden,"2337 1st Ave, New York, NY, 10035","Dominican, Bars, Comfort Food"
MOON BAR Rooftop,"137-72 Northern Blvd, Flushing, NY, 11354",Lounges
White Oak Tavern,"21 Waverly Pl, New York, NY, 10003","American (New), Whiskey Bars, Cocktail Bars"
Sunny's Bar,"253 Conover St, Brooklyn, NY, 11231",Bars
Arthouse Bar,"2178 Bdwy W 77th St, New York, NY, 10024","Wine Bars, Cocktail Bars"
Moot Bar,"579 Myrtle Ave, Brooklyn, NY, 11205",Pubs
Congress Bar,"208 Court St, Brooklyn, NY, 11201","Cocktail Bars, Beer Bar"
Highkey Rainforest Rooftop,"6 Platt St, New York, NY, 10038",Lounges
Chez Zou,"385 Ninth Ave, New York, NY, 10001","Lounges, Cocktail Bars"
The Rabbit Hole - Local Bar,"38-04 Broadway, Astoria, NY, 11103","Wine Bars, Beer Bar, Cocktail Bars"
Goodnight Sonny,"134 1st Ave, New York, NY, 10009","Cocktail Bars, Seafood, Sandwiches"
Sapps,"2888 Broadway, New York, NY, 10025","Japanese, Sushi Bars, Cocktail Bars"
Happy Be,"77 Walker St, New York, NY, 10013",Cocktail Bars
Little Rascal,"130 Franklin St, Brooklyn, NY, 11222",Cocktail Bars
Sleepwalk,"251 Bushwick Ave, Brooklyn, NY, 11206",Cocktail Bars
Elevate Sky Lounge,"123-07 Liberty Ave, Queens, NY, 11419",Lounges
Highbury Pub,"1002 Cortelyou Rd, New York, NY, 11218",Pubs
& Sons,"447 Rogers Ave, Brooklyn, NY, 11225","Wine Bars, American (New), Tapas/Small Plates"
The Hideaway Seaport,"22 Peck Slip, New York, NY, 10038","Bars, American (New), Gastropubs"
Roof At 66 Park,"66 Park Ave E 38th St, New York, NY, 10016","Cocktail Bars, Lounges"
The Four-Faced Liar,"165 W 4th St, New York, NY, 10014",Pubs
Mezcali,"83 Maiden Ln, New York, NY, 10038","Tacos, Tapas/Small Plates, Cocktail Bars"
Bar Laika by e-flux,"224 Greene Ave, Brooklyn, NY, 11238",Bars
Rossi's Lounge,"25 Broadway, Brooklyn, NY, 11249",Bars
The Green Room,"156 E 23rd St, New York, NY, 10010","Cocktail Bars, Pubs"
The Honey Well,"3604 Broadway, New York, NY, 10031","Cocktail Bars, American (New), Whiskey Bars"
Midnights,"149 N 6th St, Brooklyn, NY, 11249","Cocktail Bars, Wine Bars, Beer Bar"
Dolly's Swing & Dive,"101 Kent Ave, Brooklyn, NY, 11249",Dive Bars
Goldie's,"195 Nassau Ave, Brooklyn, NY, 11222",Bars
Velvet Brooklyn,"174 Broadway, Brooklyn, NY, 11211","Cocktail Bars, Cafes"
Cantina Rooftop,"605 W 48th St, New York, NY, 10019","Lounges, Mexican, Cocktail Bars"
Understudy,"445 Albee Square W, Brooklyn, NY, 11201",Cocktail Bars
Harlem Nights Bar,"2361 7th Ave, New York, NY, 10030","Bars, Music Venues"
Public Records,"233 Butler St, Brooklyn, NY, 11217","Bars, Music Venues, Vegan"
Thief,"595 Union Ave, Brooklyn, NY, 11211",Bars
K32 Rooftop Bar,"17 W 32nd St, New York, NY, 10001",Beer Gardens
Rhodora Wine Bar,"197 Adelphi St, Brooklyn, NY, 11205",Wine Bars
Mels,"85 10th Ave, New York, NY, 10011","Pizza, Cocktail Bars"
Proletariat,"21 East 7th St, New York, NY, 10003",Beer Bar
Randolph Beer,"82 Prospect St, Brooklyn, NY, 07307","Brewpubs, Breakfast & Brunch, Venues & Event Spaces"
Barrow’s Intense Tasting Room,"86 34th St, Brooklyn, NY, 11232","Distilleries, Cocktail Bars, Music Venues"
The Gold Room,"455 Madison Ave, New York, NY, 10022",Cocktail Bars
Walter's,"166 DeKalb Ave, Brooklyn, NY, 11217","American (New), Cocktail Bars"
Skinny Dennis,"152 Metropolitan Ave, Brooklyn, NY, 11211","Bars, Music Venues"
The Lingerie Shoppe aka Astoria’s Secret,"28-53 Steinway St, Astoria, NY, 11103","Speakeasies, Cocktail Bars"
Anotheroom,"249 W Broadway, New York, NY, 10013",Lounges
That Witch Ales You,"116 Madison St, New York, NY, 10002",Beer Bar
Fulton Hall,"250 Ashland Pl, Brooklyn, NY, 11217","Pubs, Beer Bar, Cocktail Bars"
The Dancer,"202 Clinton St, New York, NY, 10002",Cocktail Bars
Bandits,"44 Bedford St, New York, NY, 10014","Cocktail Bars, Beer Bar"
Undercote,"16 W 22nd St, New York, NY, 10010","Speakeasies, Cocktail Bars"
Park Bar,"15 E 15th St, New York, NY, 10003",Bars
The Sentry - Flatiron,"37 W 24th St, New York, NY, 10010","Cocktail Bars, Wine Bars, American (New)"
Angel's Share at Hotel Eventi,"851 6th Ave, New York, NY, 10001",Cocktail Bars
Cobble Fish,"89 South St, New York, NY, 10038","Seafood, Cocktail Bars"
Surf Bar,"139 N 6th St, Brooklyn, NY, 11249","Seafood, Tiki Bars, Burgers"
Surf City,"1 Marin Blvd, Jersey City, NJ, 07302","Bars, Seafood, Sandwiches"
Grand Banks,"Pier 25, New York, NY, 10013","Bars, Seafood, American (New)"
Beach Cafe,"1326 2nd Ave, New York, NY, 10021","American (Traditional), Burgers, Pizza"
The Press Lounge,"653 11th Ave, New York, NY, 10036","Lounges, Venues & Event Spaces"
Rockaway Beach and Boardwalk,"8601 Shore Front Pkwy, Rockaway Park, NY, 11694",Beaches
Frying Pan,"207 12th Avenue, New York, NY, 10001",Bars
Baylander Steel Beach,"125th St W Harlem Piers, New York, NY, 10027","American (Traditional), Cocktail Bars, Burgers"
The Royal Palms Shuffleboard Brooklyn,"514 Union St, Brooklyn, NY, 11215",Cocktail Bars
Bungalow Bar,"377 Beach 92nd St, Rockaway Beach, NY, 11693","American (Traditional), Seafood, Bars"
Cowgirl Seahorse,"259 Front St, New York, NY, 10038","Tex-Mex, Seafood, Southern"
Jacob Riis Park,"Jacob Riis Park Rd, Far Rockaway, NY, 11694","Beaches, Parks"
The Sandbox at Seastreak Beach,"325 Shore Dr, Highlands, NJ, 07732","Tiki Bars, Cocktail Bars, Sandwiches"
Connolly's Bar,"155 Beach 95th St, Rockaway Beach, NY, 11693",Pubs
Lazy Point,"310 Spring St, New York, NY, 10013",Cocktail Bars
Yuca Bar,"111 Avenue A, New York, NY, 10009","Latin American, Tapas Bars, Cocktail Bars"
Miracle | on 9th Street,"649 E 9th St, New York, NY, 10009",Cocktail Bars
the Lookout,"89 South St, New York, NY, 10038",Bars
The Commodore,"366 Metropolitan Ave, Brooklyn, NY, 11211","Bars, American (Traditional), Sandwiches"
Barrio Chino,"253 Broome St, New York, NY, 10002","Mexican, Bars"
Mad Tropical,"236 Troutman St, Brooklyn, NY, 11237","Bars, Latin American, Venues & Event Spaces"
Playa Betty’s,"320 Amsterdam Ave, New York, NY, 10023","Mexican, American (Traditional), Bars"
Full Circle Bar,"318 Grand St, Brooklyn, NY, 11211",Bars
Rippers,"8601 Shore Front Pkwy, Far Rockaway, NY, 11693","Beer, Wine & Spirits, Burgers"
Beach Bar,"2722 Gerritsen Ave, Brooklyn, NY, 11229",Bars
Gilligan's,"310 W Broadway, New York, NY, 10013","American (New), Seafood, Cocktail Bars"
Low Tide Bar,"Beach 96th Street At The Boardwalk, Rockaway, NY, 11693","Bars, Food Stands"
Bar Hugo,"525 Greenwich St, New York, NY, 10013","Cocktail Bars, Lounges"
Radegast Hall and Biergarten,"113 N 3rd St, Brooklyn, NY, 11249","Pubs, German, Venues & Event Spaces"
Otto's Shrunken Head,"538 E 14th St, New York, NY, 10009",Tiki Bars
The Sugar Bowl,"15 Bedford Ave, Breezy Point, NY, 11697",Bars
Nassau Bar,"118 Nassau St, New York, NY, 10038",Bars
Taqueria Downtown,"236 Grove St, Jersey City, NJ, 07302","Mexican, Bars"
Blend on the Water,"45-40 Center Blvd, Long Island City, NY, 11109","Latin American, Breakfast & Brunch, Lounges"
Northern Bell,"612 Metropolitan Ave, Brooklyn, NY, 11211","Beer Bar, Sandwiches, American (New)"
Pig Beach BBQ - Brooklyn,"480 Union St, Brooklyn, NY, 11231","Barbeque, Bars"
Zig Zag Tiki Bar,"382 Marcus Garvey Blvd, Brooklyn, NY, 11221","Cocktail Bars, Tiki Bars, Empanadas"
Wicked Wolf Tavern,"120 Sinatra Dr, Hoboken, NJ, 07030","Sports Bars, American (Traditional)"
Louie's Prime Steak & Seafood,"395 Main St, Port Washington, NY, 11050","Seafood, Cocktail Bars, Salad"
Miss Lily's 7A Cafe,"109 Avenue A, New York, NY, 10009","Caribbean, Cocktail Bars"
Razza Pizza Artigianale,"275 Grove St, Jersey City, NJ, 07302","Pizza, Italian, Bars"
The Shanty,"79 Richardson St, Brooklyn, NY, 11211",Bars
The Highwater,"3420 Broadway, Astoria, NY, 11106","American (New), Tiki Bars, Breakfast & Brunch"
The Folly,"92 W Houston St, New York, NY, 10012","Seafood, Gastropubs"
South Beach Bar & Grill,"476 Main St, East Orange, NJ, 07018","Lounges, Sports Bars, Caribbean"
Kettle of Fish,"59 Christopher St, New York, NY, 10014",Bars
Jakeabob's Bay,"525 Front St, Union Beach, NJ, 07735","Seafood, Tiki Bars"
Tiki Bar at Beach Walk,"344 N Ocean Ave, Sea Bright, NJ, 07760",Tiki Bars
Lilia,"567 Union Ave, Brooklyn, NY, 11211","Italian, Cocktail Bars"
Five Leaves,"18 Bedford Ave, Brooklyn, NY, 11222","American (New), Coffee & Tea, Bars"
Bahama Breeze,"1600 Bergen, Paramus, NJ, 07652","Bars, Seafood, Latin American"
The Distinguished Wakamba Cocktail Lounge,"543 8th Ave, New York, NY, 10018",Dive Bars
Long Beach,"300 W Broadway, Long Beach, NY, 11561",Beaches
Roof At Park South,"125 E 27th St, New York, NY, 10016","Bars, Venues & Event Spaces"
Warsaw at The Polish National Home,"261 Driggs Ave, Brooklyn, NY, 11222","Music Venues, Dive Bars, Venues & Event Spaces"
Scarpetta,"88 Madison Ave, New York, NY, 10016","Italian, Bars, Desserts"
Bob's Your Uncle,"929 Columbus Ave, New York, NY, 10025",Dive Bars
TØRST,"615 Manhattan Ave, Brooklyn, NY, 11222","Beer Bar, Wine Bars, Cocktail Bars"
Mable's Smokehouse & Banquet Hall,"44 Berry St, Brooklyn, NY, 11249","Barbeque, Bars, American (Traditional)"
Margarita Island,"1105 Bowery St, Brooklyn, NY, 11224","Bars, American (Traditional)"
Make Believe,"190 Allen St, New York, NY, 10002","Tiki Bars, Japanese"
Nancy Whiskey Pub,"1 Lispenard St, New York, NY, 10013",Dive Bars
The Seafarer Bar,"1 Atlantic St, Highlands, NJ, 07732",American (Traditional)
The Moonlight Mile,"200 Franklin St, Brooklyn, NY, 11222","Cocktail Bars, Whiskey Bars"
Standings,"43 E 7th St, New York, NY, 10003","Sports Bars, Pubs"
The Barley Beach House,"95 Dearborn Ave, Rye, NY, 10580","Pretzels, Cocktail Bars, Seafood"
Super Power,"722 Nostrand Ave, Brooklyn, NY, 11216","Cocktail Bars, Wine Bars, Beer Bar"
The Wharf Bar & Grill,"416 Beach 116th St, Rockaway Park, NY, 11694","Pubs, American (Traditional), Seafood"
Desert Rain Lounge,"107-29 Metropolitan Ave, Forest Hills, NY, 11375","Lounges, Hookah Bars"
The High Tide Hotel,"9720 Rockaway Beach Blvd Rockaway, Queens, NY, 11694",Hotels
The Magician,"118 Rivington St, New York, NY, 10002",Bars
Gowanus Yacht Club,"323 Smith St, Brooklyn, NY, 11230",Bars
The Penrose,"1590 2nd Ave, New York, NY, 10028","American (New), Bars, Breakfast & Brunch"
The Beach House,"912 W Beech St, Long Beach, NY, 11561","American (Traditional), Sports Bars, Breakfast & Brunch"
P.J. Clarke's,"250 Vesey St, New York, NY, 10281","American (Traditional), Burgers, Cocktail Bars"
Mirrors On Grand,"284 Grand Ave, Brooklyn, NY, 11238",Bars
Fette Sau,"354 Metropolitan Ave, Brooklyn, NY, 11211","Barbeque, Cocktail Bars"
L.I.C. Bar,"4558 Vernon Blvd, Long Island City, NY, 11101","Bars, Music Venues"
Berimbau Brazilian Kitchen,"43 Carmine St, New York, NY, 10014","Brazilian, Breakfast & Brunch, Cocktail Bars"
Pig Beach BBQ - Queens,"35-37 36th St, Astoria, NY, 11106","Barbeque, Bars, Caterers"
Los Mariscos,"409 W 15th St, New York, NY, 10011","Seafood, Tacos"
Tommy Bahama Restaurant | Bar | Store - New York,"551 5th Ave, New York, NY, 10176","American (New), Seafood, Cocktail Bars"
Terminal 1,"323 Sand Ln, Staten Island, NY, 10305","Polish, Sports Bars, Lounges"
Ooi Sushi and Bar,"42-36 Crescent St, Long Island City, NY, 11101","Sushi Bars, Bars, Japanese"
Mesa Coyoacan,"372 Graham Ave, Brooklyn, NY, 11211","Mexican, Bars"
Uva,"1486 2nd Ave, New York, NY, 10075","Italian, Wine Bars, Pizza"
Sea Witch,"703 5th Ave, Brooklyn, NY, 11215","Lounges, Gastropubs, Beer Bar"
Blue Moon,"114 S Broadway, South Amboy, NJ, 08879","American (New), Pubs"
Sidney's Five,"103 1st Ave, New York, NY, 10003","Bars, American (Traditional), Seafood"
Roll-N-Roaster,"2901 Emmons Ave, Brooklyn, NY, 11235","American (Traditional), Sandwiches, Pizza"
Manhattan Beach,"Oriental Blvd, Brooklyn, NY, 11235",Beaches
Donovan's Reef,"1171 Ocean Ave, Sea Bright, NJ, 07760",Dive Bars
Jimmy's Corner,"140 W 44th St, New York, NY, 10036","Sports Bars, Dive Bars"
LandShark Bar & Grill - Times Square,"560 7th Ave, New York, NY, 10018","American (Traditional), Cocktail Bars"
The Vanguard,"705 Frank E Rodgers Blvd S, Harrison, NJ, 07029","Cocktail Bars, American (Traditional), Sports Bars"
Tamaqua Bar & Marina,"84 Ebony Ct, Brooklyn, NY, 11229","Bars, Seafood"
Pier 701 Restaurant & Bar,"701 Piermont Ave, Piermont, NY, 10968","Seafood, Bars, Breakfast & Brunch"
The Gather Inn Again,"2718 Gerritsen Ave, Brooklyn, NY, 11229","American (New), Pubs, Coffee & Tea"
Lamia's Fish Market,"47 Ave B, New York, NY, 10009","Seafood, Breakfast & Brunch, Steakhouses"
Pop's Seafood Shack & Grill,"15 Railroad Pl, Island Park, NY, 11558",Seafood
The Hairy Lemon Pub,"28 Ave B, New York, NY, 10009","Sports Bars, Burgers, Irish Pub"
South Fin Grill,"300 Father Capodanno Blvd, Staten Island, NY, 10305","Seafood, American (New)"
Batesy's BBQ,"6820 Rockaway Beach Blvd, Far Rockaway, NY, 11692","Barbeque, Sandwiches, Cocktail Bars"
The Paris Cafe,"119 South St, New York, NY, 10038","Seafood, Bars, Cafes"
Onieals,"343 Park Ave, Hoboken, NJ, 07030","American (Traditional), Sports Bars"
happy jacks burger bar,"108-13 Rockaway Beach Dr, Rockaway Park, NY, 11694","American (Traditional), Burgers"
Olio e Più,"3 Greenwich Ave, New York, NY, 10014","Pizza, Italian, Cocktail Bars"
Night of Joy,"667 Lorimer St, Brooklyn, NY, 11211",Lounges
"The Biergarten at The Standard, High Line","848 Washington St, New York, NY, 10014","Bars, German, Pretzels"
Pico,"419 Beach 129th St, Rockaway, NY, 11694","Mexican, Bars, Salad"
Arts and Crafts Beer Parlor,"26 W 8th St, New York, NY, 10011","Pubs, Art Galleries"
Rockaway Tiki Bar,"6720 Rockaway Beach Blvd, Queens, NY, 11692","Tiki Bars, Cocktail Bars, Hawaiian"
Kings County Brewers Collective,"381 Troutman St, Brooklyn, NY, 11237","Breweries, Beer Bar"
The Tippler,"425 W 15th St, New York, NY, 10011","Wine Bars, Beer Bar, Cocktail Bars"
The Roost,"222 Ave B, New York, NY, 10009","Bars, Cafes"
Valhalla,"815 9th Ave, New York, NY, 10019",Pubs
Pier 13,"1301 Sinatra Dr N, Hoboken, NJ, 07030",Beer Gardens
A Pasta Bar,"330 W Broadway, New York, NY, 10013","Italian, Bars"
Orange Grill,"2547 Cropsey Ave, Brooklyn, NY, 11214","Bars, Sushi Bars, French"
Johnny's Bar,"90 Greenwich Ave, New York, NY, 10011",Dive Bars
Hotel Hugo,"525 Greenwich St, New York, NY, 10013",Hotels
L'Onda Lounge,"80 W Broadway, Long Beach, NY, 11561",Lounges
Linen Hall,"101 3rd Ave, New York, NY, 10003","Bars, American (Traditional)"
Oscar Wilde,"45 W 27th St, New York, NY, 10001","Cocktail Bars, American (New), Gastropubs"
Tappen Beach Marina,"Roslyn Shore Rd, Glenwood Landing, NY, 11547",Beaches
Sourced Adventures,"85 Delancey St, New York, NY, 10002","Rafting/Kayaking, Ski Resorts, Travel Services"
Breezy Point Tip,"Beach 227th St, Queens, NY, 11697","Parks, Beaches"
The Met Cantor Rooftop & Garden,"1000 5th Ave, New York, NY, 10028",Bars
Cellar 335,"335 Newark Ave, Jersey City, NJ, 07302","American (New), Cocktail Bars, Tiki Bars"
City Vineyard,"233 West St, New York, NY, 10013","Wine Bars, American (New), Venues & Event Spaces"
Beginnings,"1986 Park St, Atlantic Beach, NY, 11509","Bars, American (Traditional)"
Pier 17,"89 S St, New York, NY, 10038","Venues & Event Spaces, Music Venues, Bars"
