name,address1,cate_gories
Wendy's,660 Boulevard N.E.,"Fast Food, Burgers"
Bad Daddys Burger Bar,2995 Atlanta Rd SE,"Burgers, American (New), Bars"
Dairy Queen Grill & Chill,4146 Lawrenceville Hwy,"Fast Food, Ice Cream & Frozen Yogurt, Burgers"
Culver's,2460 Kennesaw Due West Rd,"Burgers, Fast Food, Ice Cream & Frozen Yogurt"
Hudson Grille- Kennesaw,2500 Cobb Place Ln NW,"American (Traditional), Sports Bars, Chicken Wings"
Martin's Fresh Tastes Best,6350 Jimmy Carter Blvd,"Breakfast & Brunch, Burgers, Sandwiches"
McDonald's,2210 N Druid Hills Rd,"Fast Food, Burgers, Coffee & Tea"
Wendy's,2957 N Druid Hills Road,"Fast Food, Burgers"
McDonald's,4362 Roswell Rd NE,"Fast Food, Burgers, Coffee & Tea"
Taco Mac,240 W Ponce De Leon Ave,"Sports Bars, American (Traditional), Chicken Wings"
McDonald's,4010 Peachtree Rd NE,"Fast Food, Burgers, Coffee & Tea"
Sonic Drive-In,3900 Flat Shoals Pkwy,"Fast Food, Burgers, Ice Cream & Frozen Yogurt"
TGI Fridays,3670 Camp Creek Pkwy,"American (Traditional), Sports Bars, Burgers"
Burger King,1122 Northside Dr NW,"Fast Food, Burgers"
Burger King,1130 Moreland Ave SE,"Fast Food, Burgers"
McDonald's,830 Commerce Dr,"Fast Food, Burgers, Coffee & Tea"
The Pizza Spot,1450 Veterans Memorial Hwy SE,"Sports Bars, Pizza, Hookah Bars"
Checkers,2148 Lawrenceville Hwy.,"Burgers, Fast Food"
Wayback Burgers,3515 Chamblee Tucker Rd,Burgers
Steak ’n Shake,2736 Cobb Pkwy,"Fast Food, American (Traditional), Burgers"
Zesto - Forest Park,151 Forest Pkwy,"Burgers, Ice Cream & Frozen Yogurt"
McDonald's,443 Moreland Ave,"Fast Food, Burgers, Coffee & Tea"
Gizmos Sport Bar & Grill,24 NW Broad St,Sports Bars
Checkers,420 Moreland Ave SE,"Burgers, Fast Food"
McDonald's,6360 Power Ferry Rd,"Fast Food, Burgers, Coffee & Tea"
Hardee's,2520 Delk Rd SE,"Fast Food, Burgers"
McDonald's,6049 Roswell Rd NE,"Fast Food, Burgers, Coffee & Tea"
Mix'D UP Burgers,313 Blvd SE,"American (New), Burgers, Food Trucks"
Taco Mac - Cumberland,3101 Cobb Pkwy SE,"Sports Bars, Mexican, American (Traditional)"
McDonald's,2881 Clairmont Rd,"Fast Food, Burgers, Coffee & Tea"
Dairy Queen Grill & Chill,340 Fairview Rd,"Fast Food, Ice Cream & Frozen Yogurt, Burgers"
Cook Out,3800 Austell Rd SW,"Burgers, Fast Food, Hot Dogs"
Burger King,386 N Ave NE,"Fast Food, Burgers"
McDonald's,3396 Chamblee Tucker Rd,"Fast Food, Burgers, Coffee & Tea"
Hardee's,6671 Roswell Rd NE,"Burgers, Fast Food"
McDonald's,3510 Ashford Dunwoody Rd,"Fast Food, Burgers, Coffee & Tea"
McDonald's,2591 Spring Rd,"Fast Food, Burgers, Coffee & Tea"
McDonald's,2375 Delk Rd,"Fast Food, Coffee & Tea, Burgers"
Jason's Deli,918 Duluth Hwy,"Delis, Salad, Sandwiches"
Dairy Queen Grill & Chill,231 Peachtree St NE,"Fast Food, Ice Cream & Frozen Yogurt, Burgers"
Krystal,2223 Lawrenceville Hwy,"Fast Food, Burgers"
McDonald's,4540 Ashford Dunwoody Rd NE,"Fast Food, Burgers, Coffee & Tea"
Willie Jewell's Old School Bar-B-Q,2550 Sandy Plains Rd,"Barbeque, Southern"
McDonald's,5774 Buford Hwy,"Fast Food, Burgers, Coffee & Tea"
Cook Out,9 Cobb Pkwy N,"Burgers, Fast Food, Hot Dogs"
Krystal,415 Moreland Ave,"Fast Food, Burgers"
Krystal,1855 Candler Rd,"Fast Food, Burgers"
McDonald's,2077 N Decatur,"Fast Food, Burgers, Coffee & Tea"
Checkers,4063 Glenwood Ave,"Burgers, Fast Food"
Krystal,5140 S Cobb Dr,"Burgers, Fast Food"
Dairy Queen Grill & Chill,2212 Lawrenceville Hwy,"Fast Food, Ice Cream & Frozen Yogurt, Burgers"
Moe's Southwest Grill,2022 Powers Ferry Rd,"Mexican, Tex-Mex"
McDonald's,3324 Northside Pkwy N,"Fast Food, Burgers, Coffee & Tea"
Krystal,349 Cleveland Ave,"Fast Food, Burgers"
McDonald's,840 SE Veterans Memorial Dr,"Fast Food, Burgers, Coffee & Tea"
Moon's Wings and Hibachi,3012 Canton Rd,"Chicken Wings, Seafood, Burgers"
Wendy's,1170 Perimeter Center West,"Fast Food, Burgers"
McDonald's,2442 Martin Luther King Dr,"Fast Food, Burgers, Coffee & Tea"
McDonald's,3893 Lavista Rd,"Burgers, Fast Food, Coffee & Tea"
Cook Out,2790 Panola Rd,"Burgers, Fast Food, Hot Dogs"
Sidelines Grille,5343 Holly Springs Pkwy,"American (Traditional), Sports Bars"
Checkers,211 Cleveland Ave SW,"Burgers, Fast Food"
Checkers,5801 Buford Hwy,"Fast Food, Burgers"
BGR Burgers Grilled Right,264 Located In Atlantic Station Shopping Center 19th St,Burgers
Dairy Queen Grill & Chill,1641 Spring Rd SE,"Fast Food, Ice Cream & Frozen Yogurt, Burgers"
Cook Out,11475 Haynes Bridge Rd,"Hot Dogs, Burgers, Fast Food"
McDonald's,1176 Ralph David Abernathy Blvd,"Coffee & Tea, Burgers, Fast Food"
Three Dollar Cafe - Kennesaw,2700 Town Center Dr,"Sports Bars, American (Traditional), Chicken Wings"
McDonald's,5493 Peachtree Industrial Blvd,"Coffee & Tea, Burgers, Fast Food"
McDonald's,2772 Chamblee Tucker Rd,"Fast Food, Burgers, Coffee & Tea"
McDonald's,2091 Stewart Ave,"Coffee & Tea, Burgers, Fast Food"
Hardee's,2516 Bouldercrest Rd SE,"Fast Food, Burgers"
Dairy Queen Grill & Chill,1010 Veterans Memorial Hwy SW,"Ice Cream & Frozen Yogurt, Fast Food, Burgers"
McDonald's,3334 Clairmont Rd,"Fast Food, Burgers, Coffee & Tea"
Dairy Queen Grill & Chill,3680 Flat Shoals Rd,"Ice Cream & Frozen Yogurt, Fast Food, Burgers"
Krystal,271 Cobb Pkwy S,"Burgers, Fast Food"
McDonald's,3670 Cascade Rd,"Fast Food, Burgers, Coffee & Tea"
Burger King,50 Eastlake Rd,"Burgers, Fast Food"
Wendy's,1025 Ralph David Abernathy Rd,"Fast Food, Burgers"
Wendy's,2570 Candler Road,"Fast Food, Burgers"
Checkers,2854 Candler Rd,"Fast Food, Burgers"
McDonald's,3260 S Cobb Dr,"Fast Food, Burgers, Coffee & Tea"
Krystal,1700 Indian Trail Lilburn Rd,"Fast Food, Burgers"
Checkers,2191 Campbellton Rd SW,"Burgers, Fast Food"
Hardee's,1727 Mountain Industrial Blvd,"Fast Food, Burgers"
McDonald's,834 Cleveland Ave,"Fast Food, Burgers, Coffee & Tea"
Checkers,5175 Old National Hwy,"Burgers, Fast Food"
Moe's Southwest Grill,1013 Eagles Landing Pkwy,"Mexican, Tex-Mex"
McDonald's,2020 Candler Rd,"Fast Food, Burgers, Coffee & Tea"
Checkers,4270 La Vista Rd,"Burgers, Fast Food"
Buffalo Wild Wings,2860 Cumberland Mall SE,"Sports Bars, American (Traditional), Chicken Wings"
Wendy's,5621 Peachtree Ind Blvd,"Fast Food, Burgers"
McDonald's,3893 N Druid Hills Rd,"Fast Food, Burgers, Coffee & Tea"
J Buffalo Wings and Bar,2580 Windy Hill Rd SE,"Chicken Wings, Seafood, Sports Bars"
Dairy Queen Grill & Chill,1519 Norman Berry Rd,"Fast Food, Ice Cream & Frozen Yogurt, Burgers"
Wendy's,4453 Hugh Howell Road,"Fast Food, Burgers"
McDonald's,5115 Dallas Hwy,"Fast Food, Burgers, Coffee & Tea"
McDonald's,4819 Lower Roswell Rd,"Fast Food, Burgers, Coffee & Tea"
Steak ’n Shake,2905 Stonecrest Cir,"American (Traditional), Breakfast & Brunch, Burgers"
McDonald's,1949 Mountain Industrial Blvd,"Burgers, Fast Food, Coffee & Tea"
McDonald's,2700 Windy Hill Rd,"Fast Food, Burgers, Coffee & Tea"
McDonald's,4021 Lawrenceville Hwy,"Fast Food, Burgers, Coffee & Tea"
Checkers,41 Cobb Pkwy SE,"Burgers, Fast Food"
Cook Out,6897 Georgia 85,"American (Traditional), Burgers, Fast Food"
Checkers,2410 S Cobb Dr,"Burgers, Fast Food"
McDonald's,1203 E Virginia Ave,"Fast Food, Burgers, Coffee & Tea"
Del taco,6791 Highway 85,"Fast Food, Mexican, Burgers"
Wendy's,2380 South Cobb Drive,"Burgers, Fast Food"
McDonald's,7070 Jimmy Carter Blvd,"Fast Food, Burgers, Coffee & Tea"
McDonald's,3531 Flat Shoals Rd,"Fast Food, Burgers, Coffee & Tea"
Sports Cafe,8501 Tara Blvd,"American (Traditional), Sports Bars, Chicken Wings"
McDonald's,5160 S Cobb Dr,"Fast Food, Burgers, Coffee & Tea"
Tripps Bar,1931 Piedmont Cir NE,Gay Bars
Oscar's Atlanta,1510 Piedmont Ave NE,Gay Bars
Felix's Atlanta,1510-G Piedmont Ave NE,Gay Bars
The T,465 Blvd SE,Gay Bars
Mixx Atlanta,1492 Piedmont Ave,Lounges
Atlanta Eagle,1492 Piedmont Ave NE,Gay Bars
Mary Mac's Tea Room,224 Ponce De Leon Ave NE,"Southern, Venues & Event Spaces, Bars"
Apres Diem,931 Monroe Dr NE,"Bars, Mediterranean, American (New)"
Highland Tap,1026 N Highland Ave NE,"Steakhouses, Bars"
CRU Urban Lounge,620 Glen Iris Dr NE,"Lounges, Hookah Bars"
Infusion Hookah Lounge,1422 Roswell Rd,Hookah Bars
Naija Cuisines,2579 S Cobb Dr,"African, Food Delivery Services, Hookah Bars"
Xclusive Hookah Lounge,6025 Peachtree Pkwy,Hookah Bars
The Sivas,794 Juniper St NE,"Mediterranean, Greek, Hookah Bars"
This Place In Atl,321 Nelson St SW,Hookah Bars
Vision Restaurant & lounge,2520 Piedmont Rd NE,"Hookah Bars, Lounges, American (Traditional)"
1201 Cafe,1201 Collier Rd NW,"Hookah Bars, Diners"
Pyramids Lounge BAR,2787 Main St,"Hookah Bars, Lounges"
Mirza Hookah Lounge,1098 Herrington Rd,"Hookah Bars, Lounges, Indian"
ILounge,1287 Glenwood Ave SE,Hookah Bars
Tamaasha Hookah Lounge,6330 Lawrenceville Hwy,"Hookah Bars, Indian"
La Pura Vida,1995 Windy Hill Rd,"Hookah Bars, Cocktail Bars"
Temptation Cafe And Hookah Lounge,3677 Claremont Rd,Hookah Bars
Ihookka Lounge,2852 Delk Rd SE,"Hookah Bars, Coffee & Tea"
Hot Box Smoke & Vape,6225 Atlanta Hwy,"Head Shops, Vape Shops, Hookah Bars"
The Place Hookah,4112 Redan Rd,"Hookah Bars, Coffee & Tea, Juice Bars & Smoothies"
The Comfort Zone Hookah Lounge,1082 Jonesboro Rd,Hookah Bars
Pasha Restaurant and Bar,631 Miami Cir,Mediterranean
Moustache Hookah Bar,7855 Roswell Rd,Hookah Bars
Sambuka Lounge,4650 Jimmy Carter Blvd,"Hookah Bars, American (Traditional)"
Café Efendi,488 N Main St,"Mediterranean, Turkish, Lounges"
Venetian Bar & Lounge,8290 Roswell Rd,"Lounges, Hookah Bars, Chicken Wings"
Sahara Hookah Lounge,321 Pharr Rd NE,"Hookah Bars, Lounges, Cocktail Bars"
AR Lounge,585 Franklin Gateway SE,"Hookah Bars, Lounges, African"
VODS Lounge and Bistro,150 Pine St NE,"Hookah Bars, Lounges, Caribbean"
Rotana Restaurant & Hookah Lounge,585 Franklin Gateway SE,"Hookah Bars, Lounges, Mediterranean"
Rozana Restaurant and Hookah Lounge,4800 Lawrenceville Hwy,"Middle Eastern, Arabic, Hookah Bars"
Hybrid,909 Eagles Landing Pkwy,Hookah Bars
Graffiti Atlanta,349 Decatur St SE,"Hookah Bars, Breakfast & Brunch, Seafood"
Mela Restaurant & Lounge,1359 Clairmont Rd,"Hookah Bars, Tacos, Pasta Shops"
Mandolin Kitchen,6152 Roswell Rd NE,"Mediterranean, Salad, Kebab"
Pizookah Hookah,3150 Highlands Pkwy SE,Hookah Bars
BLU Cantina,1242 Glenwood Ave SE,"Bars, Latin American"
Ali Baba,1099 Euclid Ave NE,"Mediterranean, Turkish, Greek"
Loquom Lounge,915 Holcomb Bridge Rd,"Mediterranean, Hookah Bars"
BunnAmour lounge ATL,3711 North Decatur,Hookah Bars
Dijla Cafe & Lounge,3711 N Decatur Rd,"Hookah Bars, Mediterranean, Middle Eastern"
Miami Lounge,2077 Beaver Ruin Rd,"Hookah Bars, Lounges"
Aladdin’s Cafe,1775 Lawrenceville Hwy,"Hookah Bars, Lounges, Indian"
Therapy Lounge,3145 Briarcliff Rd NE,"Cafes, Hookah Bars"
Hahu lounge,832 Hambrick Rd,Hookah Bars
Harold's Chicken & Ice Bar Old National,5495 Old National Hwy,"Sports Bars, Chicken Shop, American (Traditional)"
Africa Restaurant And Lounge,585 Franklin Gateway SE,"African, Hookah Bars, Lounges"
BlaqHaus ATL,16 Atlanta St SE,"Hookah Bars, Southern, Soul Food"
Dire Caffee,4851 Memorail Dr,"Hookah Bars, Coffee & Tea"
Bleu Whisky Lounge,3573 Hwy 138 SE,"Burgers, Hookah Bars, Cocktail Bars"
Off The Hookah,1860 Atkinson Rd NW,Hookah Bars
Anatolia Cafe & Hookah Lounge,52 Peachtree St NW,"Turkish, Hookah Bars"
Hide Kitchen and Cocktails,3186 Roswell Rd NW,"Hookah Bars, Lounges, American (Traditional)"
Blue,262 Pharr Rd NE,"Mediterranean, Hookah Bars, Turkish"
Sultana Hookah Lounge,4601 Satellite Blvd,"Hookah Bars, Middle Eastern, Halal"
421 Atlanta,421 Edgewood Ave NE,Hookah Bars
Glow Bar ATL,8002 Rockbridge Rd,"Lounges, Hookah Bars"
Addis X Hookah Lounge,1920 Manville Dr,Hookah Bars
Anatolia Cafe & Hookah Lounge,2855 Lawrenceville Suwanee Rd,"Hookah Bars, Turkish, Lounges"
Nara Cuisine & Lounge,9700 Medlock Bridge Rd,"Middle Eastern, Desserts, Lounges"
Theory Restaurant & Lounge,3695 Club Dr,Lounges
O2 Lounge,321 Pharr Rd NE,"Lounges, Hookah Bars"
Lifestyle Sports Bistro,2359 Windy Hill Rd SE,Sports Bars
The Linnethia,2255 Pleasant Hill Rd,"Lounges, Breakfast & Brunch, Hookah Bars"
RED Lounge,2442 Pleasant Hill Rd,"Chicken Wings, Hookah Bars, Karaoke"
La Chingada,2074 S Cobb Dr,"Mexican, Hookah Bars, Sports Bars"
The Landing Hookah Lounge & Grill,5851 Buffington Rd,"American (Traditional), Hookah Bars, Lounges"
Kai's & Ko Hookah,2520 E Piedmont Rd,"Hookah Bars, Lounges, Southern"
Paradise Lounge,4990 Roswell Rd,"Hookah Bars, Sports Bars, Lounges"
Zari Restaurant and Hookah Bar,25 Bennett St,Hookah Bars
Hookah City Lounge,4990 Roswell Rd,"Hookah Bars, Tapas Bars, Tapas/Small Plates"
Dave's Hookah Bar,11950 Jones Bridge Rd,Hookah Bars
Jerusalem Chef Restaurant,10684 Alpharetta Hwy,"Mediterranean, Middle Eastern, Hookah Bars"
Ole Restaurant Lounge,5481 Memorial Dr,"Hookah Bars, Haitian"
Hacienda Bar & Grill,1500 Peachtree Industrial Blvd,"Mexican, Cocktail Bars"
Red Room Hookah Lounge,571 Garden Walk Blvd,Hookah Bars
Johnny's Sports Bar & Grill,1455 Pleasant Hill Rd,"Sports Bars, Burgers, Hot Dogs"
Vice Bar & Bistro,45 Satellite Blvd NW,"Hookah Bars, Tapas Bars, Lounges"
Southern Queenz Restaurant & Bar,1648 Memorial Dr,"Southern, Bars, Tapas/Small Plates"
Africa Resturant and  Lounge,6380 GA 85,"African, Desserts, Hookah Bars"
layaly Cafe,3711 Clairmont Rd,Mediterranean
Blu Cantina,3560 Camp Creek Pkwy,"Bars, Mexican"
656 Sports Bar & Grille,656 Pryor St,"Sports Bars, American (Traditional)"
Rotana Restaurant & Hookah Lounge,4200 Wade Green Road Nw,"Mediterranean, Lounges, Hookah Bars"
Unique Shisha Hookah Lounge,465 Pleasant Hill Rd,Hookah Bars
Dynasty Hookah Lounge,1745 Defoor Pl NW,Hookah Bars
Lomi Restaurant And Bar,2555 Delk Rd,"Tacos, Burgers, Hookah Bars"
CRU Lounge,11105 State Bridge Rd,"American (New), Hookah Bars, Lounges"
Brimstone Restaurant & Tavern,10595 Old Alabama Rd Connector,"Sports Bars, American (New), Pubs"
Crave,1126 Euclid Ave NE,"Bars, American (Traditional), Seafood"
Harold's Chicken & Ice Bar - Marietta,1477 Roswell Rd,"American (New), Bars, Chicken Wings"
CRU Lounge - Edgewood,367 Edgewood Ave,"Hookah Bars, Tapas/Small Plates, Lounges"
Esco Seafood,447 Edgewood Ave SE,"Seafood, Hookah Bars, Cocktail Bars"
Zaza Hookah & Smoke Shop,5370 Stone Mountain Hwy,"Tobacco Shops, Hookah Bars, Vape Shops"
The Brownstone,910 Eagles Landing Pkwy,"Bars, Tapas Bars, American (Traditional)"
Mediterranean Bakery & Sandwich,3362 Chamblee Tucker Rd,"Mediterranean, Bakeries, Sandwiches"
Sizzle & Smoke Shop,571-B Joseph E Lowery Blvd SW,"Tobacco Shops, Vape Shops, Hookah Bars"
VVS Restaurant and Bar,6175 Old National Hwy,"Bars, American (Traditional)"
Cru Hemp Lounge,301 Peters St SW,"Lounges, Hookah Bars, Cocktail Bars"
Views Bar And Grill,200 Peachtree St NE,"American (Traditional), Bars"
"The Hookah Hookup - CBD, Hemp & Kratom",1960 Cheshire Bridge Rd NE,"Tobacco Shops, Head Shops, Vape Shops"
Tanoor Hookah Bar & Bakery,5445 Atlanta Hwy,"Lounges, Hookah Bars, Mediterranean"
Cafe Squidstanbul,,"Hookah Bars, Cocktail Bars, Lounges"
592 Lounge,7301 Stonecrest Concourse,"Lounges, Hookah Bars, American (New)"
Crowne Sports Bar & Grill,7075 Jimmy Carter Blvd,"Sports Bars, Cocktail Bars, Burgers"
Chic Restaurant & Lounge,257 Trinity Ave SW,Hookah Bars
Up Restaurant and Lounge,150 Pine St NE,"Lounges, Hookah Bars, Cocktail Bars"
Cafe Zodiac Bar & Grill,2500 N Cobb Pkwy,"Hookah Bars, American (Traditional), Cocktail Bars"
Harold’s Chicken Shack,3000 Windy Hill Rd,"Sports Bars, Chicken Wings, Sandwiches"
Pame Hookahs Gift And More,5530 Buford Hyw,"Hookah Bars, Lounges"
Sivas Express,19 Hurt Plz SE,"Mediterranean, Fast Food"
Sugo Restaurant,10305 Medlock Bridge Rd,"Italian, Mediterranean"
Hidden Treasures,495 Whitehall St,"Tobacco Shops, Head Shops, Hookah Bars"
Paradise Atlanta,383 Marietta St,"Caribbean, Bars, Venues & Event Spaces"
Energy Daiquiri Bar and Grill,950 W Peachtree St,"American (Traditional), Cocktail Bars"
Hookah by Tre'Jure,,"Hookah Bars, Party Equipment Rentals"
Lil Village Smoke,268 Ponce De Leon Ave,Tobacco Shops
The V Restaurant & Lounge,710 Peachtree St NE,"Lounges, Desserts, Breakfast & Brunch"
The Goodz,201 Courtland St NE,"Seafood, Cocktail Bars"
Smoke 706 Hookah Lounge,562 Wylie Rd SE,"Lounges, Hookah Bars"
Milano at VODS,150 Pine St NE,"Caribbean, African, Hookah Bars"
Harold's Bar & Grill,3755 Carmia Dr,"Chicken Wings, Bars, Seafood"
Pipe Dreams Smoke and Vape Shop,4790 Peachtree Industrial Blvd,"Vape Shops, Hookah Bars, Vitamins & Supplements"
Chill’z Restaurant and Bar,5052 Old National Hwy,"Sports Bars, Seafood, Hookah Bars"
Taste of Britain,73 S Peachtree St,"Specialty Food, British"
Irish Pub & Grill,6459 Hwy 42,"American (Traditional), Irish Pub"
Olde Blind Dog Irish Pub,12650 Crabapple Rd,"Irish Pub, Sandwiches"
O'Sullivans Pub,111 Sycamore St,Irish Pub
The Marlay House,426 W Ponce De Leon Ave,Irish Pub
Mac Mcgee Irish Pub at The Battery,950 Battery Ave SE,"Irish Pub, Irish, Fish & Chips"
Keegan's Public House,1625 Ridenour Blvd,Irish
The Elder Tree Public House,469 Flat Shoals Ave SE,"Irish, Sports Bars, Burgers"
Murphy's,997 Virginia Ave NE,"American (Traditional), Breakfast & Brunch"
Keegan's Irish Pub,4687 S Atlanta Rd SE,"Pubs, Irish, Irish Pub"
Limerick Junction PUB,822 N Highland Ave NE,"Irish, Chicken Wings, Irish Pub"
Keegan's Public House,1085 Buckhead Crossing,"Irish Pub, Gastropubs"
Donovan's Irish Cobbler,1025 Rose Creek Dr,"Irish, Burgers, American (New)"
The Duke,4685 Ashford Dunwoody Rd,"British, Pubs, Sports Bars"
Taffer's Tavern,33 S Main St,"American (New), Cocktail Bars, American (Traditional)"
McCray's Tavern West Village,4500 West Village Pl,"American (Traditional), Sports Bars"
1910 Public House,107 Main St NW,"Southern, American (New), Gastropubs"
Ray's In the City - Atlanta,240 Peachtree St NW,"Seafood, American (Traditional), Sushi Bars"
The Bridge Grill and Oyster Bar,1481 Hudson Bridge Rd,"Seafood, Pubs"
Salt Factory Pub,8690 Main St,"Gastropubs, Pizza"
Atkins Park Tavern,2840 Atlanta Rd SE,"American (Traditional), Bars, Desserts"
HOBNOB Neighborhood Tavern - Town Brookhaven,804 Town Blvd NE,"Bars, American (New), Breakfast & Brunch"
Anchor Bar Restaurant,2708 Town Center Dr,"Sports Bars, Chicken Wings, American (Traditional)"
Branch and Barrel,4100 Avalon Blvd,"Cocktail Bars, American (New)"
Milltown Arms Tavern,180 Carroll St SE,Pubs
Three Blind Mice,1066 Killian Hill Rd,American (Traditional)
D 92 Korean BBQ,225 E Trinity Pl,"Korean, Barbeque, Bars"
Neighbor's Pub,752 N Highland Ave NE,"American (Traditional), Sports Bars"
Ocean & Acre,6290 Halcyon Way,"Seafood, American (New), Cocktail Bars"
Abbott's Bar & Grill,10900 Medlock Bridge Rd,"Bars, American (Traditional), Seafood"
Medieval Times Dinner & Tournament,5900 Sugarloaf Pkwy,"American (Traditional), Dinner Theater"
Kaleidoscope Bistro & Pub,1410 Dresden Dr NE,"Pizza, Breakfast & Brunch, Cocktail Bars"
Smokey Bones,2930 Stonecrest Circle,"Barbeque, American (Traditional), Chicken Wings"
Taco Mac - Prado,5600 Roswell Rd,"American (Traditional), Chicken Wings, Sports Bars"
Village Tavern,11555 Rainwater Dr,"American (New), Bars, Steakhouses"
Windward Tavern,5206 Mcginnis Ferry Rd,"American (Traditional), Seafood, Sports Bars"
Henry's Midtown Tavern,132 10th St NE,"Burgers, American (Traditional), Gastropubs"
Guston's Grille,3330 Cobb Pkwy,"Sports Bars, American (Traditional), Sandwiches"
Republic Social House,437 C Memorial Dr SE,American (Traditional)
Coaxum's Low Country Cuisine,1300 Iris Dr SW,"Southern, American (Traditional), Seafood"
Folk Art Restaurant,465 N Highland Ave NE,"American (Traditional), Breakfast & Brunch, Southern"
7 Acre BarnGrill,850 Hickory Flat Rd,"American (New), Comfort Food, Cocktail Bars"
O'Charley's Restaurant & Bar,1842 Jonesboro Rd,"American (Traditional), Burgers, Southern"
King + Duke,3060 Peachtree Rd NW,"American (New), American (Traditional)"
Black Diamond Grill,1485 Peachtree Pkwy,"American (Traditional), Sports Bars"
Under the Cork Tree,5600 Roswell Rd NE,"Tapas/Small Plates, American (New), Wine Bars"
Atlanta Breakfast Club,249 Ivan Allen Jr Blvd,"Southern, Breakfast & Brunch, American (Traditional)"
Park Tavern,500 10th St NE,"Venues & Event Spaces, American (Traditional), Beer Bar"
The Wing Cafe & Tap House,2145 Roswell Rd,"American (New), Tiki Bars"
Cattle Shed Wine & Steak Bar,6290 Halcyon Way,"Steakhouses, Wine Bars, American (New)"
Taco Mac - Perimeter,1211 Ashford Crossing,"American (Traditional), Sports Bars, Chicken Wings"
Rootstock,8558 Main St,"Wine Bars, Venues & Event Spaces, American (New)"
Freight Kitchen & Tap,251 E Main St,"American (Traditional), Southern, Beer, Wine & Spirits"
Taco Mac - Duluth,3543 Peachtree Industrial Blvd,"Sports Bars, American (Traditional), Chicken Wings"
Another Broken Egg Cafe,4300 Paces Ferry Rd SE,"Cafes, Breakfast & Brunch, American (Traditional)"
Cafe Intermezzo,4505 Ashford-Dunwoody Rd,"Coffee & Tea, Bars, Desserts"
Southern Bistro,4920 Roswell Rd NE,"American (Traditional), Breakfast & Brunch, Southern"
Iron Hill Brewery & Restaurant - Dunwoody ,1224 Hammond Dr,American (Traditional)
The Bottleship Lounge,2845 Mountain Industrial Blvd,Lounges
Applebee's Grill + Bar,3690 Cascade Rd,"American (Traditional), Sports Bars, Burgers"
Cheeky - Forsyth,410 Peachtree Pkwy,"Sports Bars, Latin American"
Condesa Coffee,480 John Wesley Dobbs Ave,"Coffee & Tea, Bars, Breakfast & Brunch"
Ration & Dram,130 Arizona Ave NE,"Southern, Cocktail Bars, American (New)"
The Corner Taqueria,2860 Atlanta Rd SE,"Mexican, Bars"
Red Lobster,3937 Lavista Rd,"Seafood, American (Traditional)"
Wild Heaven Beer - West End,1010 White St SW,"Mexican, Beer Bar"
Maggiano's Little Italy,4400 Ashford Dunwoody Rd NE,"Italian, Bars, Seafood"
Parkwoods,4355 Ashford Dunwoody Rd NE,"American (Traditional), Breakfast & Brunch, Bars"
Banana Leaf Thai + Bar,227 Sandy Springs Pl NE,"Thai, Bars, Vegetarian"
Gochas Breakfast Bar | Cascade,3695 Cascade Rd,"Wine Bars, Breakfast & Brunch"
"Snooze, an A.M. Eatery",4600 Roswell Rd,"Breakfast & Brunch, American (Traditional), Cocktail Bars"
Atkins Park Restaurant,794 North Highland Ave NE,"Bars, Southern, Burgers"
Mac Shacks,1809 Canton Rd,American (Traditional)
New York Prime,3424 Peachtree Rd NE,"Steakhouses, Wine Bars, Seafood"
Friday Jazz,1280 Peachtree St NE,Jazz & Blues
Atlanta Jazz Festival,1071 Piedmont Ave NE,Jazz & Blues
Red Light Cafe,553-1 Amsterdam Ave NE,"Music Venues, American (Traditional)"
THE 51,51 Elliott St SW,"Music Venues, Jazz & Blues, Social Clubs"
Vin 25,25 Plum Tree St,"American (New), Wine Bars"
Sandy Springs Music,5920 Roswell Rd,Musical Instruments & Teachers
Variety Playhouse,1099 Euclid Ave NE,Music Venues
Louisiana Bistreaux - East Point,1375 Virginia Ave,"Cajun/Creole, Seafood"
The Crossing Steak House,40 S Peachtree St,"Seafood, Steakhouses, Bars"
The Celebration Crew,,"Jazz & Blues, Videographers, Trivia Hosts"
Cherokee Rose BBQ Bar & Kitchen,975 Main St,"Desserts, Barbeque, Cocktail Bars"
Blue Moon Pizza,2359 Windy Hill Rd SE,"Pizza, Bars"
Steve Cunningham Music,19 Burnt Creek Ct SW,Musical Instruments & Teachers
Stephen's Guitar Lessons,,Musical Instruments & Teachers
Karaoke Melody,7130 Buford Hwy,"Karaoke, Lounges"
Mics Karaoke,6035 Peachtree Rd,Karaoke
Kings of Karaoke,,Karaoke
FAM-FAM Karaoke club,364 Nelson St.,Karaoke
Gang Nam Karaoke,2645 N Berkeley Lake Rd,"Karaoke, Bars, Venues & Event Spaces"
Do Re Mi Karaoke,2550 Pleasant Hill Rd,Karaoke
Luxor Karaoke & Bar,2472 Pleasant Hill Rd,"American (New), Bars, Karaoke"
Round1 Atlanta,2860 Cumberland Mall,"Arcades, Bowling, Karaoke"
Assa Tech Karaoke,3230 Steve Reynolds Blvd,Karaoke
Cafe Some Karaoke & Pocha,3525 Mall Blvd NW,Karaoke
Violet Karaoke and KTV,3466 Holcomb Bridge Rd NW,Karaoke
Round1 Lithonia,2929 Turner Hill Rd,"Arcades, Bowling, Karaoke"
10 HIGH Club,816 N Highland Ave,Music Venues
Echo,2790 Lawrenceville Suwanee Rd,"American (New), Karaoke, Bars"
